datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
6/25/1954 3:30,thrifty,tx,us,circle,45,45 seconds,6-25-1954 Red circle of light in Thrifty Texas.  USA.,3/21/2014,31.8108333,-99.1316667
6/30/1944 10:00,ft. duschene (near),ut,,disk,600,10 minutes,Woman 20s sees round object near Ft. Duchesne UT,5/15/2013,40.288016,-109.85459
6/30/1947 18:00,baltimore,md,us,oval,8,8 sec,I wasn&#39t the only saw them,10/27/2004,39.2902778,-76.6125
6/30/1949 15:00,knoxville,tn,us,other,900,~15 minutes,We saw a small object the size of a car shaped like a jet that hovered near the ground in 1949 or 1950.,3/18/2014,35.9605556,-83.9208333
6/30/1950 16:00,lac du flambeau,wi,us,disk,30,30 seconds,saucer like disc submerging from waters disapears instantaneously water boils before submerging.,3/19/2009,45.9697222,-89.8919444
6/30/1950 17:30,florence (??),co,us,disk,3,2-3 seconds,Possible ufo in a western movie.  (NUFORC Note:  &quot;Rio Grande&quot; with John Wayne.  Reported to NUFORC before.  PD)),1/21/2008,38.3902778,-105.1180556
6/30/1950 17:30,florence (??)),co,us,light,0.5,.5 sec,The move classic Rio Grand  in the sean between John Wayne and Ohair where he gives her flowers UFO moves in from uper left to right b,1/21/2008,38.3902778,-105.1180556
6/30/1951 7:00,jackson heights,ny,us,disk,5,5 seconds,While watching a movie &quot;Captain Horatio Hornblower&quot; the HMS Southerland in a battle with a French castle and four French ships(about,12/12/2009,40.7555556,-73.8858333
6/30/1951 19:00,birmingham,al,us,unknown,3,3 seconds,I was suddenly aware of most of the sky being filled with a white light. No sound. It moved away quickly (one to three seconds) with no,10/30/2006,33.5205556,-86.8025
6/30/1952 3:00,pecos,tx,us,disk,7200,1-2hrs,West Texas to Carlsbad NM,3/19/2009,31.4227778,-103.4927778
6/30/1952 13:00,new york city (bronx),ny,us,disk,60,1 minute,We were flying kites on the roof when someone yelled look at that.A disk was(approx.the size of a dime at arms length) was sitting in t,1/12/2012,40.7141667,-74.0063889
6/30/1952 18:30,auburn,wa,us,oval,60,1 minute,Early nighttime sighting of huge oval object for 1 minute.,2/14/2006,47.3075,-122.2272222
6/30/1952 21:00,miami,fl,us,disk,18000,1 to 5 hours,No one is able to believe,8/7/2011,25.7738889,-80.1938889
6/30/1953 0:00,cleveland,oh,us,fireball,35,35sec,The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o,2/14/2010,41.4994444,-81.6955556
6/30/1953 15:00,kelso (cowlitz co. hills),wa,us,oval,300,5 min.,Three UFO&#39s witnessed by local people in the northwest U.S. in the early 1950s still unexplained.,8/7/2007,46.1469444,-122.9072222
6/30/1954 12:00,hawthorne,ca,us,light,120,several minutes,Stationary light for several minutes (far away) takiing off suddenly at great speed.,10/30/2006,33.9163889,-118.3516667
6/30/1954 15:00,pasadena,ca,us,circle,300,5 minutes,An incandescent white circular object passed over Pasadena CA and ejected a smaller version of itself.,4/14/2009,34.1477778,-118.1436111
6/30/1954 23:00,uk/england,,,fireball,120,several minutes,B-17 Pilot Report:  Fiery orb tracks USAF bomber on night mission; returns 30 minutes later dumbfounding pilots.,2/7/2014,52.355518,-1.17432
6/3/1951 13:00,jasper,nc,us,oval,300,5 minutes,MIDDAY OVAL SHAPE ANITQUE COLOR OBJECT SITTING HALF WAY BETWEEN TALL PINE TREES AND THE GROUND.,6/20/2005,35.2013889,-77.2069444
6/6/1944 1:00,france,,,cigar,1200,15-20 min,I was part of the 8th Air force during world war two. We where on a bombing mission in the early hours of the Normandy landings our tar,12/12/2009,46.227638,2.213749
6/6/1951 2:00,mount pinos (beyond ski area parking),ca,,disk,7200,2 hours,2 ufos seen over mt pinos  people in sleeping bags gone in morning airline pilots on ground see objects also,10/8/2007,34.811645,-119.14733
6/6/1952 13:00,evergreen,co,us,disk,18000,5hrs,Childhood abduction and mental and visual encounters through out life.,6/4/2004,39.6333333,-105.3166667
6/7/1950 20:00,kensington,md,us,oval,600,10 minutes,Reflective oval seen hovering over Washington D.C.,11/28/2007,39.0255556,-77.0766667
6/8/1943 14:00,france (over&#44 somewhere),,,light,300,5 min.,light next to my b-17,11/26/2003,46.227638,2.213749
6/8/1950 10:00,kansas city,mo,us,disk,900,15minutes,The ufo came from the East as I was looking North. It hovered briefly above the house across the street from me; that house was on a s,12/16/2005,39.0997222,-94.5783333
7/10/1950 20:30,east palestine (outside of),oh,us,light,300,approx 5 min,Lights observed moving in and out of a thunderstorm,4/28/2001,40.8338889,-80.5405556
7/10/1951 23:30,provo,ut,us,disk,1800,30 minutes,Observed a gray saucer shaped object for 30 minutes clear blue sky no clouds hover move slowly and accelerate out of sight.,6/13/2002,40.2338889,-111.6577778
7/1/1944 20:00,south kingstown,ri,,sphere,240,4 minutes,This event was related to me tonight 29 December 2008 by a carpenter who is working at my house here in South Kingstown RI.  After d,1/10/2009,41.447569,-71.524667
7/1/1947 20:00,cashmere,wa,us,formation,120,2 minutes,THE SIGHTING.&#9;It was a clear summer&#8217;s evening in 1947 (or 1948 &#8211; I can&#8217;t be sure of the exact year).  The sun had just set over th,4/16/2005,47.5225,-120.4686111
7/1/1947 20:00,maywood,ca,us,disk,120,2  minutes,1947 UFO sighting Date: ? sometime in early summer Time: after dark (between 7 - 9 pm) Place: Maywood IL not far from O&#8217;hare Airbase (n,4/16/2005,33.9866667,-118.1844444
7/1/1947 20:00,wexford,pa,us,unknown,10,10 seconds,I have told this to people over many years. While on school vacation at my uncles junk yard one evening I noticed on the horizon at dus,9/13/2002,40.6263889,-80.0561111
7/1/1949 11:00,fairbanks,ak,us,disk,120,2 minutes,Enormous metallic disc in Alaska sky 1949.,12/23/2013,64.8377778,-147.7163889
7/1/1949 16:00,marion,al,us,formation,60,under 1 minute,GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs 1949,8/24/2004,32.6322222,-87.3191667
7/1/1951 3:00,otis orchards,wa,us,disk,120,~2 minutes,Cigar shaped Disc darting back and forth (East/West) Western shores of Liberty Lake WA &amp; West @ &amp;lt; 45 degre angle to So. Horizon,12/23/2013,47.7005556,-117.1052778
7/1/1951 14:00,atlanta,ga,us,,120,minutes,As I stepped from my car I spied a really wierd trail forming in the sky over the East side of downtown Atlanta.  Being a photograher,12/2/2000,33.7488889,-84.3880556
7/1/1952 15:00,sebeka,mn,us,other,1800,30 min,Silver donut shape object sighted over rural Minnesota.,12/12/2011,46.63,-95.0886111
7/1/1952 22:00,detroit,mi,us,sphere,300,5 minutes,object sits stationary for 5 minutes and then accelerates out of sight in 5 seconds.,10/31/2003,42.3313889,-83.0458333
7/1/1953 5:30,colorado springs (mtsn nw of),co,us,disk,10,10 seconds,Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace.,7/25/2004,38.8338889,-104.8208333
7/1/1954 22:00,los angeles,ca,us,circle,15,15 seconds,In 1954 I saw a red glowing disc traveling thousands of mph straight over the Los Angeles night sky.,2/4/2013,34.0522222,-118.2427778
7/12/1954 17:30,morroco (4 miles south of),in,,changing,900,10-15min,I WAS 12 RIDING WITH AN UNCLE AUNT AND GRANDMOTHER ON US 41 MY UNCLE EXITEDLEY STATED PLANE WAS CRASHING TO THE GROUND.A FLAMING OBJEC,3/21/2003,40.946146,-87.453363
7/13/1952 21:00,arlington,va,us,oval,1200,20 min,1952 green disc-shaped object circling over Washington DC area,1/17/2004,38.8902778,-77.0844444
7/13/1953 21:00,washington&#44 d.c.,dc,,light,300,3-5 min.,Four of us saw a ball of light come out of the sky circle a plane then shoot off out of sight.,3/11/2006,38.907231,-77.036464
7/14/1947 10:30,syracuse,ny,us,cigar,900,15 minutes,WHILE LOOKING OUT THE SECOND STORY WINDOW OF HIAWATHA COTTAGE AT ELMCREST CHILDREN&#39S CENTER I SAW A BIG (200 FT.?) CIGAR SHAPED CRAFT O,1/28/1999,43.0480556,-76.1477778
7/14/1947 11:00,richmond,ca,us,circle,1800,30 min.,THIS  SIGHTING TOOK PLACE WHEN I WAS A CHILD. I WAS 9 1/2 yrs. old. IT was the summer vaccation for the school children .WE had been ou,3/19/2002,37.9358333,-122.3466667
7/15/1944 13:00,north tampa,fl,,cylinder,240,3 or 4 minutes,A black cylindrical object appears over P-38s dog fighting,8/5/2001,28.043514,-82.44684
7/15/1947 10:00,las vegas (east of),nv,us,disk,300,5 minutes,On July 15 1947 I witnessed a large saucer-shaped disk outside Las Vegas Nevada.,12/2/2000,36.175,-115.1363889
7/15/1947 12:00,keeneyville,il,us,formation,300,five minutes,A burning particle from space experienced coincident with an unusual over flight at high altitude,1/21/2008,41.9675,-88.1202778
7/15/1947 15:00,clintwood,va,us,cylinder,10,10 seconds,In July 1947 my Dad and I were working in our corn field in Clintwood Virginia (Dickerson County). Around 3PM we looked up up see a cyl,3/10/2011,37.15,-82.4561111
7/15/1947 15:00,hazelton (northeast of),id,us,disk,600,10 min.,The Object was HugeSaucer-shapedbeautiful silverno soundno exhaust-No lights as it was early afternoon.,8/5/2001,42.5963889,-114.1352778
7/15/1947 17:00,minneapolis,mn,us,disk,1140,19 minutes,July 1947 around 5 pm I saw a gray disc-like object in the sky which newscaster Cedric Adams mentioned later,4/16/2005,44.98,-93.2636111
7/15/1947 21:00,morehouse,mo,us,cylinder,1140,hours,Looked like airplanes without windows  wings or tails.,5/15/2006,36.8472222,-89.6852778
7/15/1947 21:00,san jose,ca,us,chevron,240,2-4min ?,The object seen that summer evening  was cheveron shaped with a blue glow  visable around the edges moving silently &amp; slowly. N-S.,4/27/2004,37.3394444,-121.8938889
7/15/1949 20:30,booneville,ms,us,unknown,900,hours,Returning home from a movie we witnessed a large craft about 75 yards behind our house hovering silently approx. 100 ft. high...,7/5/1999,34.6580556,-88.5666667
7/15/1950 21:30,newark,nj,us,sphere,300,5 min,As a student of astronomy this writer witnessed ufo&#39s performing astounding aerial maneuvers. Silent propulsion. Technical performance,5/24/1999,40.7355556,-74.1727778
7/15/1950 23:00,los padres national forest,ca,,formation,20,20 seconds,Is&#39nt it fun how the Gov. tries to block things,12/23/2002,34.597241,-119.510771
7/15/1951 14:00,spokane valley (otis orchards),wa,us,sphere,10800,2-3 hours,UFO over the Spokane Valley 1951,7/4/2012,47.6733333,-117.2383333
7/15/1952 12:00,wilmington,ca,us,disk,120,1-2 minutes,Three flying saucers suddenly appeared  in the sky hovered darted forwarded hovered then disappeared.,4/16/2005,33.78,-118.2616667
7/15/1952 12:30,unknown,ca,,disk,2,seconds,This movie was filmed in 1952 a huge year in the history of ufo sightings,7/5/2013,33.460706,-117.606351
7/15/1952 13:00,litchfield,pa,us,other,300,5 minutes,We now cannot believe there was jets where we saw them,2/14/2006,41.9675,-76.4305556
7/15/1952 14:00,south gate,ca,us,circle,60,1 minute,I was about 11 years old at the time and a friend of the same age was visiting.  We both saw what look like a halo in the sky.  Within,1/28/1999,33.9547222,-118.2111111
7/15/1952 18:30,north bend,wa,us,other,180,2-3 minutes,old sighting (1952 0r &#3953) of daylight object seen from approximately 50 &#39.,2/22/2005,47.4958333,-121.7855556
7/15/1952 19:00,new york city (bronx),ny,us,other,120,2 minutes,My friends and I were sitting on the roof of a building and saw 6 rows of 6 stars in formation then did a 90 degree turn in formation,4/16/2005,40.7141667,-74.0063889
7/15/1953 13:00,nashville,tn,us,cylinder,300,4 to 5 minutes,cylindrical object &quot;examining&quot; trees,9/2/2005,36.1658333,-86.7844444
7/15/1954 11:00,philadelphia,pa,us,disk,3600,1 hour,I saw 2 alabaster white perfectly round objects over our ball field as they hovered over us for about an hour then they were gone.,4/16/2005,39.9522222,-75.1641667
7/15/1954 14:00,greenfield (rural area&#44 6 miles so.),in,us,cigar,300,5 min,This all occured when I was still a child and living on a farm. My mother our next door neigbor&#39s wife and myself were standing outs,8/16/2002,39.785,-85.7694444
7/15/1954 21:00,kansas city,ks,us,chevron,180,3 minutes,MISSOURI INVESTIGATORS GROUP Report:  Two brothers witness chevron-shaped object streak across sky.  PD)),6/12/2008,39.1141667,-94.6272222
7/15/1954 21:00,oakdale,ny,us,disk,45,45 seconds,Three highly luminesce objects in a &quot;V&quot; formation gliding through the black night sky.,8/28/2002,40.7438889,-73.1391667
7/15/1954 22:00,bridge hampton,ny,,light,1,less then 1 second,High speed object zig-zagging down at a 170 Degree angle - Brookhaven direction,5/27/2003,40.937878,-72.300916
7/15/1954 22:00,new toronto (canada),on,ca,circle,600,10 minutes,it was a white round object which was the same sizes as the full moon,6/12/2002,43.6,-79.5
7/17/1953 22:00,dublin,in,us,cone,1800,30 minutes,My brothers farmed after dark they told my mother my mother started yelling for the kids to run out to see it.  It was located in our,7/4/2012,39.8122222,-85.2088889
7/20/1947 22:00,raton/des moines,nm,,oval,2700,45 min,The object followed us (our car) over 40 miles and then stayed 100 feet off the ground for about 10 minutes.  It then went straight up,3/23/2004,36.589778,-103.614014
7/20/1950 21:30,smithport,pa,us,disk,120,two min,This huge craft came over the hill from Crosbe to rute 1 for about two min. It was orang then it shot away an no sound.   IN 1962  at n,12/12/2011,40.8358333,-78.8766667
7/2/1950 13:00,coeur d&#39alene,id,us,cigar,10,10 seconds,Bright Orange Cigar-Shapped Object Travelling at 18000 MPH,8/12/2008,47.6777778,-116.7794444
7/2/1950 21:00,bay st. louis,ms,,light,181800,5 1/2 hours,It was the July 4th weekend Bay St Louis MS was deserted the nearby Movie theater and bar were closed  early and the locals had left,3/2/2004,30.308808,-89.330046
7/22/1952 9:30,okolona,ms,us,oval,300,5 min.,Oval UFO paces occupants in automobile for 5 minutes on major highway,7/23/2000,34.0016667,-88.7552778
7/25/1952 16:00,tacoma,wa,us,sphere,30,30 seconds,Six spheres flying in formation close to an Air Force base by Tacoma Washington.,3/2/2004,47.2530556,-122.4430556
7/30/1952 15:00,manville,ri,us,sphere,10,10 seconds,Group of lights moving across sky during daylight hours.,6/12/2008,41.9697222,-71.4741667
7/3/1951 12:00,green river,wy,us,sphere,420,5 to 7 min,Glowing white spherical large craft (50 to 100 ft dia) travels across mountain range near Green River Wyo,10/15/2002,41.5286111,-109.4655556
7/4/1947 17:30,seattle,wa,us,oval,10,ten seconds,While walking in Woodland Park in Seattle Washington on July 4 1947 I looked up and saw a bright white oval object come down .,11/21/2010,47.6063889,-122.3308333
7/4/1953 14:00,unknown,mt,,disk,600,10 minutes,Video of Blue Angles airshow from 1953 shows two shiny saucers orbiting a common point.,7/23/2003,44.762609,-109.028474
7/4/1953 21:00,ogallala,ne,us,other,2700,30-45 minutes,Bright white light with no sound hovering very fast when leaving at Lake McConaughy,12/12/2009,41.1280556,-101.7191667
7/5/1947 11:30,philadelphia,pa,us,disk,300,3 to 5 min,Six craft observed that brought people out of their homes to look up.,4/16/2005,39.9522222,-75.1641667
7/5/1952 16:00,tacoma,wa,us,sphere,120,2 minutes,6 spheres flying in formation over military base in Tacoma Wash. the size of 747&#39s.,3/2/2004,47.2530556,-122.4430556
7/7/1952 10:00,evergreen,co,us,circle,14400,4 hours,abducted and a lifetime of ufo experiences,3/2/2004,39.6333333,-105.3166667
7/7/1952 13:00,arlington,tx,us,disk,900,15 minutes,Daylight sighting of a Disk,11/26/2003,32.7355556,-97.1077778
7/7/1954 20:00,walnut creek,ca,us,unknown,300,5 minutes,I have not reported this before. I feel it should be recorderd somewhere. My friend and I used to take time-lapse photos of the stars a,9/29/2004,37.9063889,-122.0638889
7/7/1954 22:00,west columbia,sc,us,formation,600,abt. 10 min.,3circles together very bright lighting around them and on them silver like 3 wedding rings together,3/4/2003,34.0005556,-81.035
7/9/1947 20:00,johnston city,il,us,disk,45,45 sec.,I was only 13 at the time but I will never forget what  I watch on that warm July evening I&#39am 69 now,11/11/2003,37.8205556,-88.9275
8/10/1947 20:00,green valley,wi,us,unknown,300,3-5 minutes,White lights 5 to 7 1/4 mile away no sounds just disappeared,5/15/2013,44.7955556,-88.2702778
8/10/1951 1:00,sunland / tujunga,ca,,circle,4,4 seconds,Vehicle was observed in frontial overhead and trailing edge views as it decended from the North over the San Gabrial mountian range l,9/2/2005,34.259648,-118.308275
8/1/1950 4:00,louisville,ky,us,other,60,1 minute,In 1953 at the age of 3 years old I was Contacted by what is described as a &quot;GREY&quot;.  This happened in Ky in 1953.,10/19/2011,38.2541667,-85.7594444
8/1/1952 21:30,tampa,fl,us,oval,9000,2 hrs. 30 min.,Triangulation radar fix (USAF civil Navy).  I ordered intercept by SAC B-29.  B-29 tracked object. Central fire control system locked,12/2/2000,27.9472222,-82.4586111
8/1/1953 12:00,berkeley,mo,us,fireball,300,5 minutes,Early 50&#39s sighting in Berkeley Missouri,1/22/2004,38.7544444,-90.3311111
8/1/1954 12:00,farmingdale,ny,us,oval,1800,30+min.,Sphere  -30 min. - Stationary bright object over Jet Factory  -1954,9/24/2003,40.7325,-73.4458333
8/1/1954 17:00,dyer,in,us,triangle,15,15 seconds+++,I saw a silent exhaustless golden glowing slow flying triangle on a late summer afternoon In 1954 or 1955.,6/4/2004,41.4941667,-87.5216667
8/1/1954 21:00,canton,pa,us,disk,30,30 seconds,Large silver-blue disc shaped oject which gave off high pitched sound and was slowly turning on its axis and then suddenly sped away.,4/16/2005,41.6563889,-76.8536111
8/1/1954 22:00,north hollywood,ca,us,light,1800,30 min,Star like point of light slowly travelling across the sky in 1954,2/3/2012,34.1722222,-118.3780556
8/12/1947 22:00,saranac lake,ny,us,disk,360,approx:6 minutes,6-7 Disc shaped objects.  ((REPORT FROM:  BRIAN VIKE BRITISH COLUMBIA CANADA.)),3/23/2004,44.3294444,-74.1316667
8/13/1943 22:00,portsmouth (uk/england),,gb,sphere,600,10mins,vertical lines of 5-6 crescent moons some 10+ rows in a night sky over naval base.,4/16/2005,50.7967,-1.083333
8/15/1943 0:00,unknown,la,,light,900,10-15 minutes,1942    Louisiana    midnight     light like airplane   10-15 minutes  then corkscrewing up into the atmosphere,2/14/2008,37.245443,-107.827839
8/15/1943 0:00,unknown,la,,unknown,720,10-12 minutes,White light at midnight traveling into outer space.,1/30/2014,37.245443,-107.827839
8/15/1947 20:15,proctor,ok,us,cigar,120,2 min,cigar-shaped no sound sub-sonic vibration,4/13/2010,35.9661111,-94.7772222
8/15/1949 0:00,excelsior,mn,us,circle,300,3-5 min.,large ball of brite light above pine trees lighting up the tops of trees.Almost directly above my father who took one photo.Then object,11/21/2010,44.9033333,-93.5661111
8/15/1949 21:00,mill valley,ca,us,light,60,1 min. +,3 lights appeared manuevering rapidly and at impossible flight angles changing formation until winking out after little more than a m,2/16/1999,37.9061111,-122.5438889
8/15/1949 22:00,tarrant city,al,us,circle,600,ten+ minutes,Glowing large orange ball in Alabama sky August 1949.,6/12/2008,33.5833333,-86.7727778
8/15/1950 14:00,stanfield,or,us,disk,180,2 - 3 minutes,In 1950 Eastern Oregon I saw one silver oval shaped disk hover for approximately 2 - 3 minutes before quickly accelerating away.,10/31/2008,45.7805556,-119.2161111
8/15/1951 13:00,altoona,pa,us,disk,1200,20 min. ?,This a was metalic disk object that wobbled. The reflectioin the object made is what drew our attention. Jet aircraft appeared and obje,9/2/2005,40.5186111,-78.395
8/15/1952 17:00,smithson&#39s valley,tx,,cigar,1800,20-30 minutes,2500 long cigar shaped object hovered over a hill for about 20-minutes.,10/31/2003,29.775499,-98.373667
8/15/1952 17:30,prairie grove,ar,us,disk,20,0:20,Two observers saw silverish 30 foot disk maneuver above and below horizon at hover and supersonic speeds.,6/21/2000,35.9758333,-94.3175
8/15/1952 22:15,hamilton,oh,us,light,480,8 min.,Silent bright light passes overhead.,1/17/2004,39.3994444,-84.5613889
8/15/1953 11:00,louisville,ky,us,circle,10,6 to 10 sec,I heard Them&#33,4/16/2005,38.2541667,-85.7594444
8/15/1953 21:00,bowleys quarters,md,us,sphere,240,3-4 min,The speed of these speres were unbelievable they held formation stationary then bursted one by one into space,2/22/2005,39.3352778,-76.3905556
8/15/1954 21:00,puyallup,wa,us,oval,2,a few seconds,The object was hovering above the treetops over the road a short distance in front of my car...,4/16/2005,47.1855556,-122.2916667
8/24/1954 5:00,parent (canada),qc,ca,other,240,3-4 minutes,Capsule shaped copper coloured object hung motionless over the domestic site for approximately three or four minutes,11/21/2010,47.916667,-74.616667
8/25/1949 19:00,steilacoom,wa,us,disk,900,15 min.,AS A GIRL OF ABOUT NINE AND MY SISTER WHO WAS EIGHT AND OUR FATHER WERE DOWN AT THE WATER AT DUSK SITTING AND LOOKING OUT ALL ALONE.,10/7/2003,47.17,-122.6013889
8/26/1954 16:00,ferndown-bournemouth (uk/wales),,,disk,300,5 minutes,U F O Hovering over Ferndown in Bournemouth 1954 England,9/24/2012,50.820142,-1.878766
8/7/1953 21:00,vallejo,ca,us,light,3600,60 min,At first we thought they were shooting stars,4/1/2001,38.1041667,-122.2555556
9/1/1954 13:00,geneva,ny,us,disk,120,couple of minutes,While marching on a bivouac maneuver in (?) September 1954 I caught a glimpse overhead of a disc-shaped metallic in color object that,10/15/2003,42.8688889,-76.9780556
9/15/1936 19:00,albany (canada),pe,ca,rectangle,1200,2o minutes,I WAS PLAYING AT MY FRIEND&#39S HOME AFTER SUPPER AND HER MOTHER WORRIEDLY REMINDED ME IT WAS LATER THAN SHE REALIZED. HER OLDER DAUGHTER,3/19/2009,52.25,-81.616667
9/15/1949 21:00,post,tx,us,disk,10,10 seconds,Disk object appeared very close to ground above Post Texas for just a few seconds in about 1949 or 1950,7/16/2006,33.1908333,-101.3777778
9/15/1952 14:00,norridgewock,me,us,disk,300,4-5 minutes,SUNNY DAY WITHIN 450 FEET LOW...REPORTED TO DOW A.F.B.   IN BANGOR. NO NOISE SLOW ANTI GRAVITY DEF. NOT FROM EARTH&#33,12/2/2000,44.7130556,-69.7911111
9/15/1954 9:30,palmer township,pa,,other,600,9-10 minutes,Saturn-shaped object appearing over the Pennsylvania night sky in the fall of 1954,11/28/2007,40.716765,-75.249344
9/9/1952 20:00,philadelphia,pa,us,circle,180,3 minutes,saucers in a line over Phila Pa.,12/12/2009,39.9522222,-75.1641667
9/9/1954 12:30,beaumont,tx,us,disk,300,5 minutes,Aprox. 30 Disk shaped UFOs fell out of clouds got in V formatin  and shot toward a black rain cloud avoiding a Jet Plane.,1/17/2004,30.0858333,-94.1016667
